-2.169336714743305000e-02,9.547128049422108631e-02,-1.851107943368258124e-01,-1.887050875713161546e-01,-4.561493781573557060e-02
8.371599778403512881e-02,-2.183914400773508124e-01,1.658897453849801362e-01,-5.041148643495091917e-03,4.153634923819809338e-02
-2.246992161792549514e-01,-3.852051063518902724e-02,-5.036502280636689921e-02,7.290966707388552015e-02,4.023743683270502441e-02
4.130457212333675521e-03,-1.799215608165489200e-01,1.604300189578143354e-01,9.582506507322563483e-02,-1.761508805826410284e-01
-1.452423277665804147e-01,-1.990781794721329934e-01,2.495890793122054752e-02,-2.155930162303559550e-01,2.437787232181294617e-02
-5.136942974499131287e-02,1.391428385721673322e-01,6.497197086541105226e-02,-9.601798170746168870e-03,-1.285490441031088560e-01
-3.157368592461355372e-01,6.601377748660099132e-02,-2.057654108242125135e-01,-5.437125554575256148e-02,-1.202913317827318251e-01
-1.121573556022478907e-01,3.992025053437543991e-01,2.150018970728694717e-02,-1.559856159690956590e-01,-2.126848448151505977e-01
-1.894915679674517295e-01,5.003848088830956664e-01,-2.183951199489631359e-02,-2.683886368710602932e-01,-3.011212959294674030e-01
-1.614793936245180472e-01,-1.720281514832672221e-02,-6.714636345436222897e-02,6.200561803590207838e-02,-1.839073478503096548e-01
-5.533661702441131092e-02,-4.903983994394269658e-02,-2.038732597673386104e-01,1.320877511573978480e-01,2.094681650275684870e-01
-4.814703054609297678e-02,7.958005418313442159e-02,-5.078631988129229946e-02,-7.569915977924576711e-02,2.244167855560791694e-02
-2.763160497694358009e-01,7.413154552210507280e-03,-2.036611895551623808e-02,-1.169644087274022692e-01,3.152311020845084688e-02
-4.906308188226430472e-02,9.728117986174734944e-02,-7.703727808219253126e-02,3.911748580689678595e-02,-1.147462846958924136e-02
-3.914894713905268941e-02,-1.834365340805856615e-01,8.478285928368584079e-02,-1.205797099276315620e-01,-1.968896817768197444e-02
-1.765124177434166108e-01,5.565888306395888607e-02,-1.751377343239144402e-01,-6.454652577497012322e-02,-3.751416728572709580e-02
-8.155860295662825665e-02,7.813417556462948221e-02,-1.286705858465539420e-01,1.951974544892252361e-01,-7.394334826743004241e-02
-6.248766562158174914e-02,4.258330103945930090e-02,-6.456043550932891173e-02,-9.374723681748739490e-02,-1.496296260572302084e-01
-4.995776754278531684e-02,6.160628295572265212e-02,-8.532612286490308395e-02,2.781999871456329598e-02,1.807845401748680025e-01
-2.668492307558393839e-01,1.092448398260409542e-01,-1.278792126486086034e-01,-1.261855054317971569e-01,-1.261588567219911090e-02
3.006468131348234984e-01,-5.112999041002275202e-01,6.231131808640049119e-01,-8.636280995114535564e-02,-3.786873815888132100e-01
-1.068430995444929858e-02,-1.030003976293112217e-01,1.707260251250687644e-02,-1.499372064249203662e-01,-8.452443396059977632e-02
-1.922031638947305776e-01,-1.464639722526095422e-01,-2.396610185531708459e-02,-2.077200630223428879e-01,2.753524596334647537e-02
-2.722653360017336932e-01,2.063984054275282143e-02,9.643637560672921327e-02,1.347924028163205099e-02,2.456350331100211060e-01
-1.125354753127252583e-01,-7.879664629935459463e-02,1.771762824695815586e-01,-8.956163128412074348e-02,2.085963319649103698e-01
-7.585076244507653331e-02,6.240744087322710465e-01,1.418624769097863447e-02,-1.497365625842687342e-01,-2.558899465055152755e-01
-5.440514640078155002e-03,9.097319153971269307e-03,5.203066406209305717e-02,-7.497646854255346494e-02,-6.755632061597462157e-02
2.195679962729587265e-01,-2.134282150931712807e-02,-1.926853056794530783e-01,5.105948801153516875e-02,1.873967727879578549e-01
-6.201887738274246276e-02,-1.151045099650102738e-01,2.970439436746271158e-02,-4.055499191691087912e-02,-5.345711670433464513e-02
-9.928851223771004153e-02,-1.188084810150006748e-01,-7.353249955351384703e-02,-6.831364386202427863e-02,7.752320696284510648e-02
1.569498988521143001e-01,6.802353185029989813e-02,-8.090900742173225135e-02,1.744045342640747620e-01,9.468474548396020596e-02
-1.336158129870831379e-01,1.406690623773358129e-01,-1.272986255096027752e-01,-2.043192334432391011e-01,-1.498830632085773051e-01
-8.660218998278591818e-02,7.919995038572467949e-02,-2.130535118911851614e-02,-1.191160274251099604e-01,-5.741242778375578448e-02
-4.542066720108060146e-02,1.742836279916959163e-01,8.532882095550432464e-03,-1.652494091140288279e-01,9.885288976309579423e-02
-6.716129222693452416e-02,2.628467562330567553e-01,-1.156823891019997386e-01,-1.774655623292988593e-01,8.976531257408587594e-02
-7.057823703704460550e-02,-2.522010649499448198e-01,6.272626480055339127e-02,-5.870881608493562498e-02,2.374871139190449024e-02
-2.459665238790493813e-01,1.016047319432051947e-02,1.084799297067994828e-01,-4.071088735517908869e-02,1.392305197912089565e-01
-1.954367651714583876e-01,2.254244188411563821e-01,8.005510346526623078e-02,5.331327229184355809e-02,-4.073611823315215208e-02
-6.939972733614695188e-02,-1.551651123777844365e-01,1.254510820781393754e-01,1.684985964182278140e-01,1.798209891733635046e-01
7.532950163256223186e-02,-1.640813598442605881e-01,-3.948493747727879755e-02,-4.979574565191691692e-03,-6.659747485878829421e-02
2.407673837267589045e-02,5.677244713596976688e-02,2.033334275503245400e-02,-5.845021789055857703e-02,1.647311732583755794e-01
8.631312817063510612e-02,-7.981003497937755667e-03,-5.904908950707726811e-02,-7.648841812283757591e-02,-1.305029607699671468e-01
-1.953969021192300537e-01,8.027681597109050105e-02,-3.695185533007957351e-02,-1.340200422801071378e-01,4.452389928998496359e-03
5.481376799347931206e-02,-2.140910170813001834e-01,-1.007180539839928543e-02,1.204746866179875336e-02,-4.118692999991004078e-02
-1.114154640042642058e-01,-1.361884551531558629e-01,2.056938470811543740e-01,-6.041761659368103526e-02,1.328825365237983891e-01
-1.791529653073913389e-02,-1.045957479314933158e-01,-4.243950794289293865e-03,-1.560626457519209975e-01,1.555141059162785389e-01
-3.168320351779181365e-01,2.848205923286290520e-01,8.367376741027560128e-02,8.726049879724670499e-02,1.366664168509677257e-01
2.656616063446657836e-02,1.875912599830772964e-01,-2.256728164053439234e-01,1.830095081239519611e-02,-1.151222130661981452e-01
9.151707698853354944e-02,1.894947809608450370e-02,-6.556076082222616827e-03,-1.301509022269933813e-01,-2.409870897306156945e-01
3.961319820958093818e-02,5.278181411988096955e-02,1.616132964033366315e-01,-5.474641720635443909e-02,-9.058557383402919549e-02
-2.046784357676713351e-01,7.329124419072589880e-02,1.573339955637393511e-02,-6.876446464899547972e-02,1.243808343321925192e-01
-8.871317927922053870e-02,5.321729179152609717e-04,-2.055974537813548830e-01,-5.952056102234568741e-02,-5.608478050911100410e-02
-5.427823977138386720e-03,1.458364840458678535e-01,3.029332041650689353e-02,8.552739588823404793e-02,-1.679106503660867944e-01
-4.929537070912438229e-02,-7.804355444214056137e-02,8.054532316934083502e-02,-1.997037901189548936e-01,2.232652864679319227e-01
-1.338558307145701169e-02,1.442493070140606903e-01,2.232824851697797625e-02,4.263331821286919787e-02,-9.170020836585744684e-02
8.622715179299454691e-02,1.988423148718474198e-01,-2.155404278752792724e-01,-2.158468362168452781e-01,2.866318384640644257e-01
1.057030272670699544e-01,-9.280349865275226706e-02,-1.134473105213072014e-01,1.053762164746562535e-01,-2.626643430806230653e-02
-4.041933972978035104e-03,-2.062269124287333805e-02,1.436332749279385645e-01,-1.970410765796968000e-01,9.054966973273777253e-02
1.386975290113214021e-01,1.937032566024943225e-01,1.186564178451347262e-01,9.912330741172460657e-02,-6.934363475436131248e-03
1.253726676157902176e-01,-2.048637298821848890e-02,4.453801900206730974e-02,-1.740946840296344333e-01,1.118500746439645560e-01
-1.139571465482080159e-01,-2.659405402072326785e-01,3.508391640236759035e-02,-3.701889712192928117e-02,9.519111858730730513e-02
-1.351118005396244326e-01,3.517170469758633400e-02,9.663229007351449573e-02,1.484011463488151827e-01,-1.241217516787731373e-01
