0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.688184954343260939e-04,-2.249772952186060611e-03,1.131269723232908525e-03,2.496847335188268589e-04
1.039400813602356496e-03,-2.692476342230373017e-03,1.354459458274796498e-03,2.986160703532097778e-04
1.275051669288231092e-03,-3.264826447137802231e-03,1.629886653404759213e-03,3.598881244448021675e-04
1.870701578626333484e-03,-4.108700109501113758e-03,1.812860945403320422e-03,4.251375854714538349e-04
9.741682922766337505e-04,-9.183288234828066235e-03,8.172384284543214930e-03,3.673565800820696297e-05
3.049455335532918684e-03,-1.124194901016868815e-02,7.832460286763081453e-03,3.600333878726838413e-04
7.477900218451479994e-03,-1.461291426175713622e-02,8.301998188801123710e-03,-1.166984145495495026e-03
7.420101045381713271e-03,2.731217075331236668e-03,-5.442129160295839513e-03,-4.709188960417119534e-03
2.981993227623515362e-04,1.590797052029001291e-02,-4.458610895883912198e-03,-1.174755894716848423e-02
-7.639875058591159233e-04,1.103347842747603134e-02,-1.950829035624613347e-03,-8.318661885992340022e-03
1.715303349954376208e-02,2.077992305590053296e-02,-1.388195743576143941e-02,-2.405099911968276022e-02
-1.410968106525490283e-02,1.621436087550507874e-02,-2.041932208535054884e-03,-6.274760171515014588e-05
-1.957075221917614280e-02,1.447219045255281576e-02,9.309393755734087297e-03,-4.210831989110787148e-03
6.601829463892586701e-03,-7.588135425636436011e-03,1.484528513695454466e-02,-1.385897917521073004e-02
-3.336714080496955975e-02,1.766362393758753521e-02,1.329321059201836117e-02,2.410306275363700672e-03
-2.268958590828084460e-02,-8.691480697248657808e-03,2.291981768001120218e-02,8.461248925518395636e-03
1.861522062658394535e-03,-4.446835275869864129e-02,3.319941760287715288e-02,9.407413093163140283e-03
-1.661593104543791083e-02,4.635686606112638525e-02,-1.239907637083521863e-02,-1.734185864485332171e-02
5.952959329079185631e-03,-3.191456212328298847e-02,-6.038875351674921794e-03,3.200047814587873157e-02
-5.022540981236331588e-03,-2.272742705157478754e-02,-1.860880365130852115e-02,4.635877168411965676e-02
-2.205385553486699513e-02,-3.789111775086150165e-03,8.168391714687953456e-03,1.767457559526519617e-02
-3.083111721137149486e-03,9.733687979800263040e-03,-4.498917962163718337e-03,-2.151658296499412131e-03
-1.220846302388083927e-02,-4.518680851058655586e-03,4.443262940594355781e-03,1.228388093434511392e-02
-1.384636960879581311e-02,-1.305819980129446084e-02,-1.384741472773486082e-02,4.075198413782523538e-02
6.713405828758217848e-03,-2.036520188017628893e-02,-7.685124814200678008e-03,2.133692086561882889e-02
-2.457264916864134330e-03,-5.703394374088563597e-03,-2.836767588865580711e-02,3.652833517960840659e-02
-3.798357292786535503e-04,-4.651723820609325252e-03,-2.129801606460989677e-02,2.632957561449793954e-02
-2.685220950150544322e-02,3.240389947576541307e-02,-5.800024082426899485e-03,2.483341081668510842e-04
-1.653172008780826735e-02,2.813369007433900656e-02,-1.831354770233614704e-02,6.711577715805309811e-03
-8.530383063662310555e-03,1.353068470281535395e-02,-1.717121623539328776e-02,1.217091459624020794e-02
-9.193649736141357859e-03,5.800625650256854837e-02,-4.430023120801651615e-02,-4.512375558410650078e-03
-3.852235903705820107e-03,3.063177989154613687e-02,-4.928492590354254660e-02,2.250538191570227234e-02
-1.706005102739455159e-02,1.986593309353607006e-02,-3.742650681316263966e-02,3.462062474702129466e-02
-1.251230177778333945e-02,1.175519393868304854e-02,-1.902035963888123668e-02,1.977746747798152932e-02
2.588325174545232695e-03,-6.861538241775949447e-03,-1.711371180295289708e-03,5.984584247526024241e-03
7.490181154134410366e-03,-2.728882390669041744e-02,4.572088673616701350e-05,1.975292186581981482e-02
7.728518195775474151e-03,-1.930498532180584259e-02,4.953706559079977187e-03,6.622760566950379978e-03
-9.213833620857627511e-04,7.047431223183326689e-03,1.911666379581977195e-03,-8.037714240679505462e-03
-9.972645719297106720e-03,1.190057037177549848e-02,-1.395724512660930644e-02,1.202932047413096672e-02
-4.500984898180970112e-02,-2.373852253780808514e-03,1.157894455862270612e-02,3.580475667696787767e-02
-2.024722571800248450e-02,1.847490032645588212e-02,-1.301362179880347081e-02,1.478594719035016165e-02
-3.227494684657332413e-02,1.495062693438233871e-02,1.498502119422190533e-02,2.339298717969140375e-03
1.353049654560985367e-02,1.717041117148335183e-02,-2.369406649298784993e-03,-2.833150106779436239e-02
1.483249480299796662e-02,-2.006359447958949022e-02,1.348422678591192254e-02,-8.253127109320362517e-03
1.100502063962735706e-02,-1.635820939436329405e-02,9.575877025190840733e-03,-4.222688270454924564e-03
1.859426597068088161e-02,-8.691457886945868835e-03,8.540233333266637750e-03,-1.844304141700167654e-02
2.068223862040584685e-02,-7.442004112101835954e-03,2.995860865835762998e-02,-4.319884316666156021e-02
1.203757857082812972e-02,-1.214934822555028583e-02,2.486532206974989556e-02,-2.475355241502768741e-02
1.062682152789763516e-02,-1.054377804760041511e-02,1.844543653651210813e-02,-1.852848001680934900e-02
1.004304237332063338e-02,-1.055476893692369050e-02,3.979952286108724528e-03,-3.468225722505686916e-03
4.996947430200866964e-03,-1.374662534690525122e-02,1.156487717689737640e-02,-2.815199260192939243e-03
1.682643911815740606e-02,-1.378773087156752106e-02,-1.552268302308718951e-03,-1.486439944281157163e-03
5.115340487047716732e-03,-9.228703577275537695e-03,3.614213090764421387e-03,4.991499994633922035e-04
4.878932986802104327e-03,-8.913843977537075011e-03,3.519233000533068464e-03,5.156779902019288913e-04
3.570489993478496993e-03,-6.979889354486982708e-03,2.888005338855489587e-03,5.213940221529903820e-04
1.686310349607606646e-03,-4.116197189212173965e-03,2.010731405859002199e-03,4.191554337455669641e-04
6.830884729557715413e-04,-1.735404254701638322e-03,8.632574290841549041e-04,1.890583526617204693e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
