2.837373172624811646e-02,2.019532108972763203e-03,-3.039326383522088573e-02
-3.199977478211326470e-02,2.257064661638098421e-02,9.429128165732235389e-03
-2.808441464322575590e-02,1.819500988757133397e-02,9.889404755654432333e-03
-1.339481566138927757e-02,-1.270359162890831103e-02,2.609840729029759554e-02
-4.652307054746696383e-03,-2.489829126076824328e-02,2.955059831551485119e-02
-1.212402609383089400e-02,-1.578450447905056439e-02,2.790853057288138553e-02
1.035373753722077482e-02,-4.010066162635862741e-02,2.974692408913778147e-02
2.468506656331655169e-02,-4.360003891334292281e-02,1.891497235002630173e-02
-6.603416194501484336e-03,-3.056944648898089062e-02,3.717286268348244521e-02
-4.795889756403876394e-03,-2.931141673250404686e-02,3.410730648890797356e-02
-1.806087431882026639e-02,-1.531090764838962358e-02,3.337178196720989864e-02
-2.681641802683546252e-02,-1.030336177324952217e-02,3.711977980008500377e-02
-2.201643149935151450e-02,-1.094829481126409314e-02,3.296472631061560937e-02
6.644265707084706651e-03,-2.470064975056682557e-02,1.805638404348212239e-02
-2.452989461903643410e-03,-2.456587343444580421e-02,2.701886289634948882e-02
-1.005347107309290632e-02,-1.209127035931661584e-02,2.214474143240952389e-02
-1.335164684677414733e-02,-1.653255606657041618e-02,2.988420291334455484e-02
-1.557409929505351644e-03,-1.013327890893282041e-02,1.169068883843817769e-02
-1.588606017822285013e-02,1.582969058308386981e-02,5.636959513898476704e-05
-2.299290653464866954e-02,2.378336138876370118e-02,-7.904548541149847979e-04
-1.028701343492915282e-02,2.815151545215070078e-02,-1.786450201722152367e-02
-3.099862794938574792e-02,5.268195944865148445e-02,-2.168333149926577122e-02
-1.339904125579696910e-02,4.017152934351773952e-02,-2.677248808772086236e-02
7.879612237477365277e-03,3.544475335902253638e-02,-4.332436559650006819e-02
1.160005208814423629e-02,2.446528885941160955e-02,-3.606534094755579206e-02
1.110901627509586556e-02,1.974808594576960702e-02,-3.085710222086545523e-02
1.615458320374641571e-02,2.254705130536630714e-02,-3.870163450911276448e-02
3.586809568720596142e-02,2.463196728221547782e-02,-6.050006296942154332e-02
4.978932909582350907e-02,1.885902822037828497e-02,-6.864835731620175241e-02
4.804800106651097719e-02,1.571469829181532107e-02,-6.376269935832626357e-02
3.180453698818650615e-02,2.982502577043158812e-02,-6.162956275861806305e-02
3.329823004808870474e-02,2.584881066402835298e-02,-5.914704071211695363e-02
4.324161476639207941e-02,2.565748318105630019e-02,-6.889909794744844551e-02
4.654812056509431001e-02,3.214920569280910190e-02,-7.869732625790314129e-02
4.624032018595525262e-02,3.540288591232645249e-02,-8.164320609828139286e-02
3.542933594624431137e-02,3.856236114789216712e-02,-7.399169709413665197e-02
4.033158847759046872e-02,2.531104424288104296e-02,-6.564263272047132780e-02
4.104240306585570097e-02,5.549633145160485191e-03,-4.659203621101626336e-02
3.331203704917266167e-02,8.790676423521794763e-03,-4.210271347269446685e-02
1.743202934942740534e-02,7.851563822993729361e-03,-2.528359317242106011e-02
6.439959737628679799e-03,6.745420120136575402e-03,-1.318537985776524479e-02
7.361202313222717578e-03,7.826759662593781031e-03,-1.518796197581654198e-02
-1.735710618563962582e-02,2.819505232874740253e-02,-1.083794614310781140e-02
-1.747038770106573366e-02,2.349496103507828920e-02,-6.024573334012540797e-03
1.673448890875952819e-02,-2.126005564482135249e-02,4.525566736061848588e-03
1.199699283471668265e-02,-1.620726405570938056e-02,4.210271220992724793e-03
1.630941575254407291e-02,-2.754425083234646535e-02,1.123483507980235600e-02
3.343980550946327492e-03,-1.548001825340074127e-02,1.213603770245445627e-02
-1.521078673156391926e-02,8.946322694418376575e-03,6.264464037145555698e-03
-2.361155212571286292e-03,-5.524363967452623238e-03,7.885519180023918204e-03
5.078133094451922278e-03,-7.569369535078113165e-03,2.491236440626200862e-03
6.798042202823152171e-03,-4.053259760888426946e-03,-2.744782441934724791e-03
8.623380655244444141e-04,-6.928065324293466824e-03,6.065727258769012219e-03
2.026073110084787923e-02,-1.994654579501312086e-02,-3.141853058347396691e-04
1.605176155001827171e-02,-1.797863719171924335e-02,1.926875641700945838e-03
2.009372356821239811e-02,-1.710383703198971664e-02,-2.989886536222642003e-03
1.921189042012860781e-02,-1.946557557467095897e-02,2.536851545423055693e-04
2.225419915531707052e-02,-1.518129460556991855e-02,-7.072904549747196200e-03
2.140588432601722366e-02,-1.548374876771627627e-02,-5.922135558300976876e-03
2.966097045636169674e-02,-1.233136381525322227e-02,-1.732960664110850743e-02
8.694906288874522035e-03,-3.728881239022383345e-03,-4.966025049852120475e-03
-4.672513718284630052e-02,3.353261528244741441e-02,1.319252190039881152e-02
-2.618580606544091555e-02,1.423373230320860126e-02,1.195207376223230561e-02
6.563756419569927864e-03,-9.218872591499607458e-03,2.655116171929685232e-03
2.988026171080129800e-02,-3.257789005232342161e-02,2.697628341522088479e-03
-5.224436668669444478e-02,-3.716678170417083392e-03,5.596104485711159843e-02
-7.581484316340933449e-02,3.635677666388606455e-02,3.945806649952308259e-02
-8.286109500256527705e-02,9.076954570459623561e-02,-7.908450702031116428e-03
-1.838974980105756050e-03,2.105197220420145995e-02,-1.921299722409569935e-02
-1.375288271457474586e-02,3.376966027862692010e-02,-2.001677756405225231e-02
1.570122800519839837e-02,-2.210575527450674149e-02,6.404527269308389094e-03
4.094102668496318181e-02,-2.569667133034451295e-02,-1.524435535461869141e-02
1.460357006514805683e-02,-2.583935326121353324e-03,-1.201963473902673343e-02
6.535550920357037323e-03,-9.631349726510503653e-03,3.095798806153495820e-03
1.248268494357450235e-02,-1.346073644579915546e-02,9.780515022246377092e-04
-4.379804345136019753e-03,-2.667731244376820004e-03,7.047535589512834119e-03
-2.739394162228280753e-03,-4.037519517006178150e-03,6.776913679234478419e-03
9.154633184001790061e-03,-1.871631017069955161e-03,-7.283002166931821023e-03
-4.550013956648303430e-03,5.082444305086394713e-03,-5.324303484380816338e-04
-1.202652137119683030e-02,1.124790060231805472e-02,7.786207688787988952e-04
-4.334024247139888104e-03,4.486709803371087177e-04,3.885353266802777164e-03
1.223282831307664648e-03,-1.585425799796508217e-03,3.621429684888407500e-04
1.310429146168949448e-02,-3.954962966279760433e-03,-9.149328495409718431e-03
1.684011710159000544e-02,-1.320473745928190355e-02,-3.635379642308112728e-03
1.393125050034245242e-02,-2.620829243961671044e-03,-1.131042125638077704e-02
-5.182681581865587576e-03,1.911086710253563983e-02,-1.392818552067006527e-02
-1.667406654148810563e-02,2.938383571233341499e-02,-1.270976917084533191e-02
-7.212247447162563677e-03,2.444573822387089909e-02,-1.723349077670840654e-02
-1.849235186075140827e-02,2.129763518369345507e-02,-2.805283322942096671e-03
-2.490114347063819913e-02,1.413413229378085965e-02,1.076701117685738458e-02
-1.545485444513045210e-02,1.138649246405471979e-02,4.068361981075708893e-03
1.873523064936182675e-02,-1.192051439682613456e-02,-6.814716252535705197e-03
2.237924969369034858e-02,-1.308606571203447741e-02,-9.293183981655852091e-03
2.997428733137192519e-02,-2.774939471533724444e-02,-2.224892616034705468e-03
4.077699326241347906e-03,3.865873569394803148e-03,-7.943572895636146283e-03
-3.007170809318485821e-02,1.873532558555110125e-02,1.133638250763376217e-02
-4.059026547011301833e-02,3.935844837334276369e-02,1.231817096770139496e-03
-1.574200207890642800e-02,2.837715056788957246e-02,-1.263514848898313232e-02
9.644076967982839407e-03,1.325119984783511458e-02,-2.289527681581790541e-02
6.612370921763194645e-03,1.197681517097211323e-02,-1.858918609273534084e-02
6.609071586407212068e-03,3.913841571103812179e-03,-1.052291315751101644e-02
-8.005931944745093773e-03,-6.852449118758822044e-04,8.691176856620992999e-03
9.173829001418430142e-04,-7.572131924194159744e-03,6.654749024052308490e-03
-8.408458216509668431e-03,-1.411073333003375627e-03,9.819531549513042107e-03
-1.831106308189345624e-02,7.627077644873701649e-03,1.068398543701978495e-02
-3.078356685896226769e-02,1.052783388972074706e-02,2.025573296924153277e-02
-2.785214440754485779e-02,7.545221253795295069e-03,2.030692315374952803e-02
-2.196948636618823586e-02,1.234325309306252144e-02,9.626233273125704010e-03
-5.834284735150872814e-03,-5.770362054234867699e-03,1.160464678938572664e-02
2.003142007798770167e-03,-1.803179135506498276e-02,1.602864934726619742e-02
-6.522042135011116466e-03,-1.209403457190500429e-02,1.861607670691618754e-02
-1.001903880640836464e-02,-4.808863655650647516e-03,1.482790246205900435e-02
-2.596997021558238028e-02,1.360026991535454380e-02,1.236970030022786771e-02
-2.514087002187348832e-02,9.875307710080950471e-03,1.526556231179257081e-02
-4.062721354186146772e-02,1.291617236935043572e-02,2.771104117251119506e-02
-1.861882952079045236e-02,7.277020866734984494e-03,1.134180865405549216e-02
-8.428319151335950804e-03,-6.590631164001470831e-03,1.501895031533742597e-02
-8.564645608503127297e-03,-2.752974697348028327e-03,1.131762030585118164e-02
5.355861271317944629e-03,-2.385903184735706749e-03,-2.969958086582252191e-03
1.406499435331343313e-02,-7.549413431588871889e-03,-6.515580921724583793e-03
6.228851121606281127e-03,2.776360721733180451e-03,-9.005211843339442496e-03
2.017368312846545136e-02,-3.441308913679292156e-05,-2.013927003932862100e-02
-1.990111047653566820e-02,2.869476870405635385e-02,-8.793658227520739432e-03
2.065361417991954177e-02,-2.177791085703653044e-03,-1.847582309421582844e-02
1.814206371701415979e-02,1.166924433830021819e-02,-2.981130805531433461e-02
-4.208175577881151548e-03,1.003870419443219850e-02,-5.830528616551063428e-03
-5.302155595492263895e-02,2.285993414209720048e-02,3.016162181282544194e-02
-6.860411432055124603e-02,5.252469189727731330e-02,1.607942242327406110e-02
-2.772015250147034579e-02,-1.465344084305855894e-02,4.237359334452893422e-02
-4.066221878183755994e-02,-2.520156565244129412e-02,6.586378443427892693e-02
-1.132722620289779852e-02,2.807764815644141123e-03,8.519461387253653498e-03
-1.761656195282022136e-02,1.676320798975427379e-02,8.533539630659532117e-04
1.160920595720737677e-03,5.182963678965647747e-02,-5.299055738537711974e-02
-7.423969036415466877e-03,1.805253310969315642e-02,-1.062856407327771383e-02
4.043018671122519669e-02,-3.415211894258080721e-02,-6.278067768644393816e-03
2.649011959573131791e-02,-1.766360563351247748e-02,-8.826513962218859519e-03
1.885986898780723717e-02,-1.560464431779391183e-02,-3.255224670013268529e-03
6.703140472247061561e-03,-3.813404727352153172e-03,-2.889735744894892343e-03
7.720927151316978737e-03,-4.570046138170667967e-03,-3.150881013146301663e-03
-6.502233308236032676e-03,8.014635177273523106e-03,-1.512401869037496068e-03
-6.695346260760426729e-03,1.450842002940279547e-02,-7.813073768642360070e-03
3.959035553382356069e-03,4.805130570472482092e-03,-8.764166123854832957e-03
5.516531837649607528e-03,-4.195622337216796025e-04,-5.096969603927909223e-03
-2.563707527967636415e-02,2.089636648355623627e-02,4.740708796120179924e-03
-2.979475685188161596e-02,1.426411569149485699e-02,1.553064116038675724e-02
-6.775078877732278702e-03,3.952573335870284733e-03,2.822505541861998739e-03
1.450867951383159882e-02,-1.747875014436711325e-02,2.970070630535572975e-03
9.374735922112112721e-03,-8.157404254749599931e-03,-1.217331667362521247e-03
1.381290485591942646e-02,-8.867533093263199606e-03,-4.945371762656278029e-03
9.566295844299448330e-04,5.772269605340375059e-03,-6.728899189770319242e-03
-2.938929446751401345e-03,1.448014376879015860e-04,2.794128009063494636e-03
-1.830587642023020351e-02,2.652982920535745109e-02,-8.223952785127275344e-03
-1.112681987515615201e-02,1.302463352725823087e-02,-1.897813652102081248e-03
-2.497190637008943337e-02,1.490049602939381990e-02,1.007141034069564817e-02
7.288738358748548564e-03,-5.842534367642523985e-03,-1.446203991106028482e-03
2.684130902533965121e-02,-2.278117222798130628e-02,-4.060136797358354470e-03
1.799480799954730412e-02,-6.073161737135261348e-03,-1.192164626241201675e-02
1.610181958071656844e-02,-2.723946924647919696e-02,1.113764966576253311e-02
-6.577874757953169026e-03,-1.037219193873455819e-02,1.695006669668772115e-02
-2.134025235223454761e-02,4.661410489673106262e-03,1.667884186256150814e-02
-1.288916955332077528e-02,5.553020899432784853e-03,7.336148653887957470e-03
-5.740085316506080698e-03,3.761066084372285609e-03,1.979019232133783380e-03
5.461750858146618461e-03,1.134819094583929162e-02,-1.680994180398585197e-02
8.356978656124017246e-03,9.224314842788150851e-03,-1.758129349891220453e-02
1.128988381289663598e-02,3.083286678350179166e-03,-1.437317049124680474e-02
1.530079676784595021e-02,-1.784978730392072083e-02,2.548990536074753708e-03
1.643163249474942659e-03,-9.478282691907728361e-03,7.835119442432784617e-03
-1.601940622731813646e-03,4.922404536955827907e-03,-3.320463914224012960e-03
-3.789235129777558230e-03,-9.162738135566807912e-03,1.295197326534437872e-02
1.069901130490810356e-02,-1.319553269519402328e-02,2.496521390285833409e-03
-1.178077135131115746e-03,-1.178491541610946283e-02,1.296299255124055624e-02
-2.802720671305397593e-02,1.586020996852968018e-02,1.216699674452432524e-02
-2.243374539645324323e-02,2.269102404368471271e-02,-2.572786472314786432e-04
-2.719511914362520918e-02,3.515005080926449088e-02,-7.954931665639364963e-03
-2.438282470199036600e-02,1.213157847404981900e-02,1.225124622794061639e-02
-2.235200562356081874e-02,1.179164648274118841e-02,1.056035914081968410e-02
-1.912458157824761112e-02,4.806058193123018650e-03,1.431852338512457426e-02
-2.015436270484870229e-02,7.586643297464303742e-03,1.256771940738433957e-02
-1.612978709525328055e-02,1.602717089699318836e-02,1.026161982600912274e-04
-8.609505966075426189e-03,1.493432193658401040e-02,-6.324815970508572936e-03
8.311386880386046705e-05,8.182629542496227051e-03,-8.265743411300100624e-03
1.657577002953609935e-03,-1.707735443777385655e-03,5.015844082378242155e-05
-9.099057568318290670e-03,1.936905791525399267e-02,-1.027000034693568119e-02
2.592883428615093758e-02,5.237438759416378166e-04,-2.645257816209251739e-02
-1.898724827280563352e-03,-4.274153757525765143e-04,2.326140203033138891e-03
-1.434716057733679585e-02,2.085016083187898536e-02,-6.503000254542200785e-03
2.334456486073617065e-03,1.604019473587511846e-02,-1.837465122194873943e-02
2.781552381754198028e-02,-1.952696135000617532e-03,-2.586282768254135472e-02
-5.503169598979110698e-03,2.425451392780594156e-02,-1.875134432882678837e-02
-1.406443077067922633e-02,1.626763832923785666e-02,-2.203207558558627731e-03
-5.450033932074264953e-02,4.759632897853106892e-02,6.904010342211553720e-03
-4.781881124058184884e-02,3.926557979596170117e-02,8.553231444620170223e-03
-7.253180196439941441e-02,6.664330289875192159e-02,5.888499065647509294e-03
-3.588318787535003940e-02,3.369282534487612942e-03,3.251390534086243123e-02
